,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,can_book_w/out_host_approval,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,days_avaialable_next_365days,house_rules,license #,last review 
59606,33921730,Famous Manhattan Hamilton Heights Nice Room,71301710934,0.0,Lina Jie,Manhattan,Harlem,40.82291,-73.94939,United States,US,False,flexible,Private room,2005.0,374.0,75.0,1.0,10.0,1/1/2022,2.04,5.0,4.0,365.0,,,2022-01-01
59690,33968123,Private room and bathroom,36567898063,1.0,William,Manhattan,East Harlem,40.79264,-73.93808,United States,US,False,flexible,Private room,2011.0,666.0,133.0,2.0,73.0,12/31/2021,0.71,5.0,1.0,179.0,,,2021-12-31
59887,34076926,"Luxury Penthouse Suite at the Manhattan Club, NYC",61959625930,0.0,Edward,Manhattan,Midtown,40.76419,-73.98048,United States,US,False,flexible,Private room,2003.0,479.0,96.0,3.0,4.0,12/30/2021,0.13,4.0,1.0,230.0,,,2021-12-30
59894,34080792,Royal Suite @ Northern Lights Mansion,67100970741,1.0,Doungrat (Diane),Manhattan,Harlem,40.80645,-73.95168,United States,US,True,flexible,Private room,2018.0,628.0,126.0,2.0,3.0,12/30/2021,0.81,4.0,8.0,322.0,,,2021-12-30
59903,34085763,Small room Harlem on 141st Manhattan NY 10030,91567287329,1.0,Max,Manhattan,Harlem,40.81805,-73.9404,United States,US,False,flexible,Private room,2016.0,426.0,85.0,10.0,46.0,12/30/2021,1.63,5.0,4.0,365.0,,,2021-12-30
59925,34097914,New Stylish Room in 4BR apartment | UWS,34791814036,0.0,SharedEasy,Manhattan,Upper West Side,40.7991,-73.9591,United States,US,False,flexible,Private room,2019.0,483.0,97.0,30.0,2.0,12/30/2021,0.21,4.0,7.0,365.0,,,2021-12-30
59964,34119453,Real Fireplace apt right by Central Park,64249065449,1.0,Barbara,Manhattan,East Harlem,40.78884,-73.94152,United States,US,True,flexible,Private room,2004.0,72.0,14.0,1.0,4.0,12/30/2021,1.56,5.0,2.0,62.0,,,2021-12-30
60033,34157562,Midtown West Spacious Room next to Central Park,19742162360,0.0,Helen,Manhattan,Upper West Side,40.76893,-73.98524,United States,US,True,flexible,Private room,2021.0,320.0,64.0,2.0,19.0,12/29/2021,2.63,4.0,1.0,78.0,,,2021-12-29
60212,34256424,"Hotel 32 32, Double Queen Superior",2091012681,1.0,Hotel 32 32,Manhattan,Midtown,40.74504,-73.9823,United States,US,False,flexible,Private room,2009.0,438.0,88.0,1.0,22.0,12/27/2021,1.31,5.0,11.0,292.0,,,2021-12-27
60320,34316072,Nice Private Room in Manhattan,64798462356,1.0,Fabiola,Manhattan,Washington Heights,40.84361,-73.93908,United States,US,True,flexible,Private room,2020.0,504.0,101.0,1.0,45.0,12/26/2021,4.05,4.0,1.0,153.0,,,2021-12-26
60321,34316624,"Sunny, Calm, Convenient Manhattan!",32481004728,1.0,Hieu,Manhattan,East Harlem,40.79748,-73.9413,United States,US,True,flexible,Private room,2007.0,620.0,124.0,1.0,40.0,12/26/2021,3.31,4.0,3.0,0.0,,,2021-12-26
60324,34318281,Arlo Midtown - King UrbanRoom,10551025729,0.0,Arlo,Manhattan,Hell's Kitchen,40.75638,-73.993,,US,False,flexible,Private room,2019.0,524.0,105.0,1.0,9.0,12/26/2021,0.98,5.0,6.0,104.0,,,2021-12-26
60459,34392842,Panoramic City Views in Lux bldg,52243536855,0.0,Loydeen,Manhattan,East Harlem,40.80139,-73.93985,,US,False,flexible,Private room,2003.0,630.0,126.0,2.0,52.0,12/23/2021,0.63,5.0,3.0,84.0,,,2021-12-23
60585,34462432,3-Bedrooms in East Village Apartment,86488737136,1.0,Alex,Manhattan,East Village,40.72648,-73.98814,United States,US,True,flexible,Private room,2013.0,348.0,70.0,1.0,1.0,12/22/2021,0.41,5.0,7.0,345.0,,,2021-12-22
60615,34479001,Suite with private bathroom,6537920443,0.0,Gregory,Manhattan,Harlem,40.80747,-73.95076,United States,US,True,flexible,Private room,2008.0,651.0,130.0,5.0,121.0,12/21/2021,1.61,4.0,3.0,354.0,,,2021-12-21
60680,34514900,,79383037268,0.0,Marjorie,Manhattan,East Harlem,40.7966,-73.93824,United States,US,False,flexible,Private room,2014.0,517.0,103.0,3.0,195.0,12/20/2021,2.18,5.0,2.0,127.0,,,2021-12-20
60747,34551904,Lovely Room close to Hells Kitchen,67789359648,0.0,Kristina,Manhattan,Hell's Kitchen,40.75723,-73.99331,United States,US,False,flexible,Private room,2007.0,729.0,146.0,5.0,12.0,12/20/2021,1.51,5.0,67.0,287.0,,,2021-12-20
60865,34617076,The Empire in New York City,56307376435,0.0,T.J,Manhattan,Harlem,40.83048,-73.94864,United States,US,True,flexible,Private room,2019.0,552.0,110.0,1.0,29.0,12/19/2021,2.21,4.0,3.0,365.0,,,2021-12-19
61227,34817008,Manhattan convenient 2 closet room,26768103915,0.0,Lupi,Manhattan,Harlem,40.82097,-73.95412,United States,US,True,flexible,Private room,2010.0,580.0,116.0,2.0,39.0,12/13/2021,0.38,5.0,4.0,154.0,,,2021-12-13
61243,34825845,Serenity Space,43921029971,1.0,Marie,Manhattan,Harlem,40.81204,-73.9443,United States,US,False,flexible,Private room,2017.0,453.0,91.0,5.0,94.0,12/13/2021,1.24,5.0,1.0,191.0,,,2021-12-13
61299,34856774,Beautiful King Bed Room in Modern Apartment,83920384882,0.0,Chii,Manhattan,Harlem,40.8223,-73.95604,United States,US,False,flexible,Private room,2021.0,69.0,14.0,2.0,2.0,12/13/2021,0.48,5.0,2.0,365.0,,,2021-12-13
61345,34882180,East Village: Private Bedroom (2020 Enhanced),44647157812,0.0,Nicholas,Manhattan,Gramercy,40.73167,-73.98287,United States,US,False,flexible,Private room,2020.0,131.0,26.0,2.0,49.0,12/12/2021,0.96,5.0,3.0,29.0,,,2021-12-12
61355,34887703,"Spacious, quiet and convenient Gem Room",26444699308,1.0,Farouk,Manhattan,Harlem,40.82379,-73.95253,United States,US,False,flexible,Private room,2016.0,472.0,94.0,2.0,41.0,12/12/2021,1.15,4.0,1.0,210.0,,,2021-12-12
61392,34908138,Shared Apartment & Lounge in the Upper West Side,67740071879,1.0,James,Manhattan,Upper West Side,40.80055,-73.96297,United States,US,True,flexible,Private room,2012.0,187.0,37.0,2.0,8.0,12/12/2021,0.72,4.0,2.0,319.0,,,2021-12-12
61502,34968891,*Queen-sized comfort in cozy Historic Sugar Hill*,1043001520,0.0,Dana,Manhattan,Harlem,40.8292,-73.94221,United States,US,False,flexible,Private room,2018.0,296.0,59.0,3.0,90.0,12/10/2021,0.93,5.0,2.0,76.0,,,2021-12-10
61558,34999819,"Room for one, Hudson Yards, 63F1",30301988478,1.0,Hudson,Manhattan,Hell's Kitchen,40.7544,-73.99708,United States,US,True,flexible,Private room,2018.0,508.0,102.0,30.0,1.0,12/9/2021,0.34,4.0,22.0,98.0,,,2021-12-09
61559,35000372,Lovely Two Beds ROOM close to Vessel,25285163140,1.0,Kristina,Manhattan,Hell's Kitchen,40.75761,-73.99492,United States,US,False,flexible,Private room,2011.0,563.0,113.0,5.0,5.0,12/9/2021,0.9,5.0,67.0,348.0,,,2021-12-09
61666,35059468,New York's newest and best hotel!,66196247336,1.0,Bill,Manhattan,Midtown,40.74994,-73.98279,United States,US,True,flexible,Private room,2011.0,726.0,145.0,1.0,16.0,12/6/2021,2.54,5.0,23.0,26.0,,,2021-12-06
61677,35065543,Beautiful Two Beds Room,88957849128,1.0,Kris And Sergi,Manhattan,Hell's Kitchen,40.75601,-73.9955,United States,US,True,flexible,Private room,2006.0,454.0,91.0,5.0,3.0,12/6/2021,0.86,4.0,55.0,361.0,,,2021-12-06
61724,35091501,"Great for Family Trips! 2 Modern Units in the Heart of NYC! Onsite Dining, Near Soho Shopping, and Times Square!",4068244279,0.0,RoomPicks,Manhattan,Midtown,40.75304,-73.98647,United States,US,False,flexible,Private room,2017.0,208.0,42.0,1.0,3.0,12/5/2021,0.39,5.0,80.0,363.0,,,2021-12-05
61725,35092054,"The Best Panoramic Views of Manhattan Have To Offer! 3 Serene Units, Restaurant, Bar, Near Soho Shopping!",56218987859,0.0,RoomPicks,Manhattan,Midtown,40.75325,-73.98618,United States,US,False,flexible,Private room,2009.0,756.0,151.0,1.0,6.0,12/5/2021,0.71,5.0,80.0,363.0,,,2021-12-05
61765,35114146,Private Room at Historic Harlem 2,79821751472,1.0,Rose,Manhattan,Harlem,40.81654,-73.94383,United States,US,False,flexible,Private room,2016.0,103.0,21.0,30.0,19.0,12/4/2021,0.2,4.0,2.0,362.0,,,2021-12-04
61794,35130162,Selina Chelsea NYC - Unique Room,6362235559,0.0,Selina Chelsea,Manhattan,Chelsea,40.75144,-74.00449,United States,US,True,flexible,Private room,2012.0,206.0,41.0,1.0,10.0,12/4/2021,0.54,5.0,4.0,283.0,,,2021-12-04
61972,35228472,"Spacious Manhattan Room. 5 minutes to 2, 3 train 135 St station.",40477259573,0.0,Kaz,Manhattan,Harlem,40.81305,-73.94369,United States,US,True,flexible,Private room,2008.0,265.0,53.0,30.0,2.0,11/30/2021,0.14,5.0,161.0,364.0,,,2021-11-30
62016,35252773,Most beautiful bedroom in Harlem,87283131558,0.0,Armande,Manhattan,East Harlem,40.80722,-73.93871,United States,US,True,flexible,Private room,2006.0,584.0,117.0,30.0,63.0,11/29/2021,1.45,5.0,6.0,136.0,,,2021-11-29
62059,35276522,The Kimono Suite,25445132128,1.0,Doungrat (Diane),Manhattan,Harlem,40.80717,-73.95065,United States,US,False,flexible,Private room,2015.0,619.0,124.0,2.0,19.0,11/28/2021,0.32,5.0,8.0,358.0,,,2021-11-28
62137,35319601,Deluxe Double Room with 2 beds SHARED BATHROOM,85526137712,1.0,Reservation Desk,Manhattan,Gramercy,40.73412,-73.98529,United States,US,False,flexible,Private room,2016.0,709.0,142.0,30.0,2.0,11/27/2021,0.06,5.0,14.0,363.0,,,2021-11-27
62154,35328990,Authentic SoHo Stay,88633882628,0.0,Edythe,Manhattan,SoHo,40.72097,-73.99785,United States,US,True,flexible,Private room,2005.0,224.0,45.0,4.0,4.0,11/27/2021,0.42,5.0,2.0,0.0,,,2021-11-27
62194,35351082,Greatest City In The World,97464557076,0.0,Richard,Manhattan,Morningside Heights,40.80392,-73.96511,United States,US,False,flexible,Private room,2022.0,252.0,50.0,2.0,11.0,11/25/2021,1.19,4.0,56.0,167.0,,,2021-11-25
62227,35369308,"Warm, cozy room in the heart of the East Village",62226251912,1.0,Hernan,Manhattan,East Village,40.72536,-73.98541,United States,US,True,flexible,Private room,2022.0,455.0,91.0,2.0,29.0,11/23/2021,1.42,4.0,2.0,235.0,,,2021-11-23
62380,35453810,5 G free WiFi in room.,20769599249,0.0,Ruth,Manhattan,Midtown,40.74524,-73.98298,United States,US,False,flexible,Private room,2011.0,485.0,97.0,30.0,16.0,11/16/2021,1.74,5.0,24.0,338.0,,,2021-11-16
62510,35525609,Alphabet City Spring,42602444364,0.0,Kirk,Manhattan,East Village,40.72956,-73.97973,United States,US,True,flexible,Private room,2006.0,113.0,23.0,30.0,3.0,11/12/2021,0.34,5.0,1.0,241.0,,,2021-11-12
62550,35547701,BEAUTIFUL BEDROOM IN MANHATTAN,70617959346,1.0,Luz Maria,Manhattan,Washington Heights,40.84443,-73.93884,United States,US,False,flexible,Private room,2016.0,52.0,10.0,1.0,12.0,11/9/2021,1.63,5.0,6.0,338.0,,,2021-11-09
62692,35626128,"The Frederick Hotel, Loft Suite 1 King Bed",19567282298,1.0,The Frederick Hotel,Manhattan,Tribeca,40.71657,-74.00981,United States,US,True,flexible,Private room,2003.0,661.0,132.0,1.0,1.0,11/2/2021,0.24,5.0,7.0,20.0,,,2021-11-02
62718,35640487,East Village- The location,85817140944,0.0,Pete,Manhattan,Gramercy,40.73293,-73.98574,United States,US,True,flexible,Private room,2013.0,681.0,136.0,30.0,70.0,11/1/2021,1.2,5.0,1.0,89.0,,,2021-11-01
62755,35660923,Master bedroom on 2F. Lots of lights->5min 135sta,29759404150,0.0,Kaz,Manhattan,Harlem,40.81074,-73.94241,United States,US,False,flexible,Private room,2018.0,101.0,20.0,30.0,2.0,11/1/2021,0.36,5.0,161.0,293.0,,,2021-11-01
62771,35669759,Greenwich Village Garden Duplex,31100428181,0.0,Robert,Manhattan,Greenwich Village,40.73483,-73.99823,United States,US,True,flexible,Private room,2009.0,401.0,80.0,2.0,5.0,11/1/2021,0.42,4.0,1.0,0.0,,,2021-11-01
62872,35725542,East River View- King Bed Hotel Room,38737682673,1.0,Justin,Manhattan,Financial District,40.70653,-74.00379,United States,US,False,flexible,Private room,2014.0,732.0,146.0,1.0,9.0,10/31/2021,0.74,5.0,102.0,22.0,,,2021-10-31
62932,35758680,CLOSE TO CENTRAL PRK & EXPRESS TRAINS ABCD 2/3,75781337422,0.0,Wowa,Manhattan,Harlem,40.80682,-73.94814,United States,US,True,flexible,Private room,2022.0,756.0,151.0,30.0,56.0,10/29/2021,0.52,4.0,1.0,223.0,,,2021-10-29
62967,35778010,Nice and quiet private room in our apartment,18694154787,1.0,Carlos,Manhattan,Harlem,40.8063,-73.94862,United States,US,False,flexible,Private room,2016.0,380.0,76.0,4.0,9.0,10/27/2021,0.31,4.0,2.0,304.0,,,2021-10-27
63002,35797341,Lovely bedroom in HK,77052953673,1.0,Miloj,Manhattan,Hell's Kitchen,40.76594,-73.98705,United States,US,True,flexible,Private room,2005.0,630.0,126.0,1.0,3.0,10/25/2021,0.48,5.0,2.0,338.0,,,2021-10-25
63111,35857541,"Private Room in the heart of NYC, 61F1",69942236412,1.0,Hudson,Manhattan,Hell's Kitchen,40.75439,-73.99685,United States,US,False,flexible,Private room,2020.0,338.0,68.0,30.0,1.0,10/19/2021,0.22,5.0,22.0,180.0,,,2021-10-19
63233,35924922,Wall St | Classic Room + Financial Dist,59781492817,0.0,,Manhattan,Financial District,40.70591,-74.00607,United States,US,False,flexible,Private room,2003.0,702.0,140.0,30.0,4.0,10/12/2021,0.3,5.0,5.0,15.0,,,2021-10-12
63251,35934863,"Staypineapple New York, Celebrity King",27762921280,1.0,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,United States,US,True,flexible,Private room,2013.0,501.0,100.0,1.0,32.0,10/11/2021,1.5,5.0,18.0,354.0,,,2021-10-11
63295,35959165,"Sohotel, Standard Triple",1435578444,0.0,Sohotel,Manhattan,Little Italy,40.71933,-73.994843,United States,US,False,flexible,Private room,2010.0,170.0,34.0,1.0,1.0,10/10/2021,0.2,4.0,14.0,229.0,,,2021-10-10
63347,35987884,Manhattan very spacious beautiful room.,30526751730,1.0,Lupi,Manhattan,Harlem,40.82106,-73.95605,United States,US,True,flexible,Private room,2011.0,460.0,92.0,2.0,77.0,10/8/2021,0.71,4.0,4.0,124.0,,,2021-10-08
63473,36057474,Clean and Comfortable Place to Rest in NYC!,14375096415,1.0,Mike,Manhattan,Harlem,40.80406,-73.95206,United States,US,True,flexible,Private room,2018.0,568.0,114.0,2.0,122.0,10/2/2021,2.56,4.0,1.0,0.0,,,2021-10-02
63548,36098896,Bedroom in luxury upper west side apartment,83396261986,1.0,Maegan,Manhattan,Upper West Side,40.80203,-73.96501,United States,US,False,flexible,Private room,2018.0,67.0,13.0,25.0,1.0,10/1/2021,0.16,5.0,3.0,0.0,,,2021-10-01
63580,36116570,Bohemian's  Designer room,40466926932,1.0,Apollo,Manhattan,Lower East Side,40.72038,-73.98504,United States,US,True,flexible,Private room,2013.0,253.0,51.0,13.0,38.0,9/30/2021,1.35,5.0,4.0,221.0,,,2021-09-30
63609,36132587,"The Beekman, A Thompson Hotel - Double Queen",79816799688,1.0,The Beekman,Manhattan,Civic Center,40.71174,-74.00795,United States,US,False,flexible,Private room,2009.0,550.0,110.0,1.0,12.0,9/29/2021,0.87,5.0,3.0,0.0,,,2021-09-29
63670,36166277,Midtown convenience,59846419939,0.0,Jane,Manhattan,Midtown,40.7528,-73.97157,United States,US,False,flexible,Private room,2011.0,696.0,139.0,2.0,2.0,9/26/2021,0.07,4.0,1.0,0.0,,,2021-09-26
63707,36186712,King Bed! New York City's newest and best hotel!,37024971095,1.0,Bill,Manhattan,Midtown,40.74985,-73.98258,United States,US,True,flexible,Private room,2018.0,370.0,74.0,1.0,1.0,9/25/2021,0.19,5.0,23.0,27.0,,,2021-09-25
63811,36244151,Nice Long Term Room,23162324558,1.0,Alex,Manhattan,Hell's Kitchen,40.75724,-73.99345,United States,US,True,flexible,Private room,2016.0,706.0,141.0,30.0,1.0,9/17/2021,0.18,4.0,50.0,339.0,,,2021-09-17
63851,36266243,Beautiful Room/20 min downtown NYC,5776792772,1.0,Rob,Manhattan,Inwood,40.86668,-73.92883,United States,US,True,flexible,Private room,2017.0,512.0,102.0,4.0,57.0,9/14/2021,0.83,4.0,1.0,193.0,,,2021-09-14
63934,36312084,NYC ROOM GORGEOUS LIGHT! RIVER VIEW,46339628143,1.0,Svjetlana,Manhattan,Harlem,40.82233,-73.95605,United States,US,True,flexible,Private room,2022.0,112.0,22.0,4.0,40.0,9/8/2021,0.49,4.0,3.0,129.0,,,2021-09-08
63972,36333072,"HARLEM, NEW YORK WELCOMES YOU!!",47848742811,1.0,Tye And Etienne,Manhattan,Washington Heights,40.83259,-73.93956,United States,US,True,flexible,Private room,2021.0,650.0,130.0,2.0,16.0,9/6/2021,0.3,4.0,2.0,363.0,,,2021-09-06
64018,36358477,MESSAGE FOR BEST RATES | Stellar City Studio in Marriott Vacation Club Pulse New York City,17235050904,0.0,Marc,Manhattan,Midtown,40.751297,-73.984818,United States,US,False,flexible,Private room,2008.0,501.0,100.0,1.0,1.0,9/6/2021,0.17,5.0,4.0,360.0,,,2021-09-06
64083,36394377,"Hotel 48 Lex, Double Bed Salon",72240174266,1.0,48Lex,Manhattan,Midtown,40.75198,-73.96978,United States,US,False,flexible,Private room,2021.0,347.0,69.0,1.0,4.0,9/3/2021,0.31,4.0,11.0,297.0,,,2021-09-03
64233,36477222,Room in Duplex Apartment w/ Private Terrace!,75114293379,0.0,Laura,Manhattan,East Village,40.72122,-73.97945,United States,US,False,flexible,Private room,2008.0,390.0,78.0,3.0,7.0,8/30/2021,0.64,5.0,1.0,0.0,,,2021-08-30
64325,36528034,City Room - Private Luxury Suite,67145495241,1.0,Wayne,Manhattan,Harlem,40.81006,-73.94559,United States,US,True,flexible,Private room,2005.0,87.0,17.0,3.0,219.0,8/23/2021,1.61,4.0,2.0,82.0,,,2021-08-23
64349,36541289,"Hotel 48 Lex, Premier King Salon",13702962227,0.0,48Lex,Manhattan,Midtown,40.75123,-73.96914,United States,US,False,flexible,Private room,2004.0,609.0,122.0,1.0,9.0,8/22/2021,0.33,5.0,11.0,312.0,,,2021-08-22
64352,36542946,Superior King Corner with City View,4420935498,1.0,The Wall Street Inn,Manhattan,Financial District,40.70462,-74.01027,United States,US,False,flexible,Private room,2006.0,360.0,72.0,1.0,1.0,8/22/2021,0.15,5.0,9.0,364.0,,,2021-08-22
64630,36696485,Warm and Cozy Bedroom Apt.,87836229148,1.0,Danyelle,Manhattan,Morningside Heights,40.80295,-73.95933,United States,US,False,flexible,Private room,2007.0,365.0,73.0,1.0,17.0,8/6/2021,0.58,4.0,1.0,174.0,,,2021-08-06
64896,36843397,Standard Charming Suite at times SQ Boutique Hotel,24089416659,1.0,Blake,Manhattan,Theater District,40.76003,-73.98547,United States,US,False,flexible,Private room,2022.0,184.0,37.0,1.0,8.0,7/24/2021,0.89,5.0,66.0,364.0,,,2021-07-24
64940,36867698,5-Stars Ultra Clean 1Bed Apt Near Time Square,73149556589,0.0,Chia,Manhattan,Hell's Kitchen,40.76409,-73.9887,United States,US,False,flexible,Private room,2005.0,726.0,145.0,3.0,28.0,7/18/2021,1.0,5.0,1.0,54.0,,,2021-07-18
65019,36911330,A+ Location 2 Studio APTs Selected at Check In (B),81196288477,0.0,Nomad,Manhattan,Midtown,40.74822,-73.98802,United States,US,False,flexible,Private room,2017.0,412.0,82.0,1.0,9.0,7/12/2021,0.82,5.0,53.0,173.0,,,2021-07-12
65170,36994727,"Stylish, sunny Harlem/Hamilton Hts brownstone apt",45666357807,0.0,Tim,Manhattan,Harlem,40.82745,-73.94783,United States,US,True,flexible,Private room,2011.0,714.0,143.0,31.0,6.0,6/30/2021,0.23,5.0,1.0,92.0,,,2021-06-30
65180,37000250,Private Room Studio Style in Manhattan Uptown,20181903486,1.0,Jonathan,Manhattan,Washington Heights,40.84767,-73.93276,United States,US,False,flexible,Private room,2020.0,520.0,104.0,5.0,7.0,6/30/2021,0.54,5.0,1.0,279.0,,,2021-06-30
65265,37047196,East River View- King Bed Hotel Room,69193969743,1.0,Justin,Manhattan,Financial District,40.70596,-74.00373,United States,US,True,flexible,Private room,2013.0,145.0,29.0,1.0,7.0,6/22/2021,0.6,4.0,102.0,22.0,,,2021-06-22
65280,37055480,Prime Location TimesSquare Room W.private bathroom,78836645835,1.0,Vanessa,Manhattan,Hell's Kitchen,40.75915,-73.99677,United States,US,False,flexible,Private room,2014.0,266.0,53.0,30.0,1.0,6/20/2021,0.11,4.0,6.0,0.0,,,2021-06-20
65299,37065974,Charming room 5 blocks to Central Park near Subway,17058036390,1.0,Raiven,Manhattan,Upper East Side,40.76889,-73.95614,United States,US,False,flexible,Private room,2005.0,494.0,99.0,30.0,4.0,6/19/2021,0.17,4.0,4.0,277.0,,,2021-06-19
65459,37154342,"The Beekman, A Thompson Hotel - Studio Suite",31090157406,1.0,The Beekman,Manhattan,Financial District,40.71083,-74.00793,United States,US,False,flexible,Private room,2006.0,640.0,128.0,1.0,2.0,5/31/2021,0.18,4.0,3.0,0.0,,,2021-05-31
65532,37194660,Simple,7704155329,1.0,Kenny,Manhattan,Washington Heights,40.84962,-73.93075,United States,US,True,flexible,Private room,2013.0,144.0,29.0,1.0,1.0,5/22/2021,0.1,4.0,1.0,308.0,,,2021-05-22
65585,37223932,Safe Private Room in UWS Manhattan,23449168653,1.0,SharedEasy,Manhattan,Upper West Side,40.7945,-73.96468,United States,US,True,flexible,Private room,2010.0,329.0,66.0,30.0,3.0,5/10/2021,0.14,4.0,3.0,174.0,,,2021-05-10
65701,37287998,Cozy 2BR in the heart of Nolita,15486344867,1.0,SoSo,Manhattan,Nolita,40.72115,-73.99677,United States,US,True,flexible,Private room,2021.0,262.0,52.0,1.0,2.0,4/23/2021,0.17,4.0,2.0,0.0,,,2021-04-23
65851,37370843,Artist suite 🎨 Practically your own apartment! 🌳🚊☀️,58640967716,0.0,Jeff,Manhattan,Upper West Side,40.802,-73.96546,United States,US,True,flexible,Private room,2009.0,54.0,11.0,3.0,76.0,3/29/2021,1.15,4.0,4.0,0.0,,,2021-03-29
65870,37381337,Large room apartment renovated in 2019,57078838371,0.0,Shogo,Manhattan,Inwood,40.86422,-73.92204,United States,US,False,flexible,Private room,2018.0,279.0,56.0,30.0,1.0,3/24/2021,0.09,4.0,125.0,31.0,,,2021-03-24
65887,37390726,Hotel Room King Bed Times Square,53745599177,0.0,Keith,Manhattan,Midtown,40.75534,-73.97968,United States,US,False,flexible,Private room,2003.0,723.0,145.0,145.0,7.0,3/21/2021,0.54,5.0,15.0,270.0,,,2021-03-21
65919,37408400,Hotel Room Times Square King bed,77607235491,1.0,Keith,Manhattan,Midtown,40.7568,-73.98182,United States,US,True,flexible,Private room,2018.0,356.0,71.0,145.0,5.0,3/14/2021,0.39,4.0,15.0,270.0,,,2021-03-14
